,Unnamed: 0,Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Stadium
10,10,8903000,1535,Kokapet,3.0,0.0,1.0,1.0,1.0,,1.0,1,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
11,11,6300000,1150,Hyder Nagar,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
12,12,6300000,1285,Mehdipatnam,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
13,13,9000000,1897,Tellapur,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0.0,1.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0,0.0
14,14,11100000,1725,,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,1,0.0,1.0,1.0,0.0,0,0,0,0,,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0
15,15,11500000,1665,Khajaguda Nanakramguda Road,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1,1,0,0,1.0,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0,0.0
16,16,10900000,1592,Kukatpally,3.0,0.0,0.0,1.0,1.0,0.0,,0,0.0,,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
17,17,8625000,1150,Madhapur,2.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,,0,0.0,0.0,0.0,,0.0,0,0.0
18,18,9900000,2240,Tellapur,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0,1.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
19,19,3900000,1050,Puppalaguda,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
20,20,6968000,1340,Nizampet,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
21,21,29000000,3498,,,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,1,1.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
22,22,6590000,1318,Manikonda,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,0,0.0
23,23,5739000,1295,Alwal,3.0,1.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
24,24,5679000,1145,Kukatpally,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
25,25,6099000,1230,Nizampet,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,,0.0,0.0,0.0,0,0.0
26,26,7000000,1350,Manikonda,2.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
27,27,4198000,1400,Gachibowli,3.0,0.0,0.0,1.0,1.0,0.0,,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
28,28,9900000,2240,Tellapur,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,,0.0,0.0,0,0.0,0.0,0.0,,0.0,0,0.0
29,29,9800000,1520,Gachibowli,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
30,30,8903000,1535,Kokapet,3.0,0.0,1.0,1.0,,1.0,1.0,1,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,,0,0.0
31,31,6300000,1150,Hyder Nagar,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,,0.0,0,0.0
32,32,6300000,1285,Mehdipatnam,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
33,33,9000000,1897,Tellapur,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0.0,1.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0,0.0
34,34,11100000,1725,Narsingi,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,,1,1.0,0.0,1.0,1,1,0.0,1.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0
35,35,11500000,1665,Khajaguda Nanakramguda Road,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1,1,0,0,1.0,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0,0.0
36,36,10900000,1592,Kukatpally,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,,0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
37,37,8625000,1150,Madhapur,,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
38,38,9900000,2240,Tellapur,3.0,0.0,0.0,1.0,1.0,0.0,,0,1.0,0.0,0.0,1.0,0,1.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,,0.0,0,0.0
39,39,3900000,1050,Puppalaguda,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
40,40,7800000,1735,Puppalaguda,3.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,,1.0,0.0,0.0,0,0.0
41,41,19600000,2800,Narsingi,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
42,42,6050000,1050,Begumpet,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
43,43,6150000,1230,Kukatpally,,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,,1.0,0.0,0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
44,44,5000000,1175,Nizampet,2.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
45,45,4760000,1190,Nizampet,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,
46,46,30000000,2956,Banjara Hills,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
47,47,2500000,680,AS Rao Nagar,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
48,48,5900000,1350,Pragathi Nagar Kukatpally,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,,0.0,0,0.0
49,49,9700000,1970,Miyapur,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,1.0
50,50,4641000,1105,Mallampet,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
51,51,16000000,2005,Nanakramguda,3.0,1.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
52,52,4641000,1105,Mallampet,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
53,53,7500000,1406,Attapur,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
54,54,6140000,1545,Alwal,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,1,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
55,55,10500000,1495,Nanakramguda,,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,0,1.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0,1,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
56,56,7200000,1300,West Marredpally,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
57,57,4600000,1200,Nizampet,2.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
58,58,10400000,1450,Hitech City,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
59,59,9500000,1450,Banjara Hills,,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
60,60,9942000,1912,Narsingi,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,,0.0,0.0,0,0.0
61,61,9250000,1850,Manikonda,3.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0,0.0,,,0.0,0.0,0,0.0
62,62,4500000,1300,Puppalaguda,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,,0.0,0,0.0
63,63,9600000,1674,Kompally,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,1,0.0,0.0,1.0,0.0,0,0,1,0,1.0,1.0,0.0,0,0.0,0.0,0.0,,0.0,0,0.0
64,64,8600000,1242,Sri Nagar Colony,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
65,65,2700000,850,Hakimpet,2.0,1.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,,0.0,,0.0,0.0,0,0.0
66,66,6600000,1895,Pocharam,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,,0,1.0,0.0,1.0,1,1,0.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,1.0,0,1.0
67,67,8589000,1636,Nagole,3.0,,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
68,68,5500000,1076,LB Nagar,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
69,69,3200000,1080,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
70,70,20500000,2100,Kachiguda,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
71,71,6300000,1265,Manikonda,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
72,72,6400000,1300,Masab Tank,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
73,73,4988000,1089,Miyapur,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
74,74,10500000,1400,Kondapur,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,0,0.0,0.0,,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,,0.0,0.0,0.0,0,0.0
75,75,4300000,850,Saroornagar,2.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
76,76,3900000,1100,Nizampet,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
77,77,5500000,1700,Uppal Kalan,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
78,78,10300000,2150,Tellapur,3.0,0.0,0.0,1.0,,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0.0,1.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,,0.0,0.0,0.0,0,0.0
79,79,6600000,1195,Mallapur,2.0,1.0,0.0,1.0,1.0,,0.0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
80,80,6500000,1105,Miyapur,2.0,0.0,0.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
81,81,5784000,1205,Manikonda,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,0,0.0
82,82,5500000,1250,Rajendra Nagar,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
83,83,6700000,1340,Puppalaguda,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,1,0.0,,0.0,0.0,0,1,0,0,1.0,1.0,0.0,0,0.0,,0.0,0.0,0.0,0,0.0
84,84,3000000,950,Beeramguda,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0,0.0
85,85,4700000,1100,Moosapet,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
86,86,15000000,1908,Kondapur,3.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
87,87,7872000,1675,,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
88,88,7500000,1420,Toli Chowki,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0,0.0
89,89,8903000,1535,Kokapet,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0,1.0,0.0,,1,1,1.0,0.0,,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
90,90,3200000,910,Nanakramguda,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,,0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,0,0.0
91,91,5600000,1325,Lakdikapul,3.0,1.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
92,92,11000000,1717,Tarnaka,3.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
93,93,12000000,2400,West Marredpally,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,
