,Unnamed: 0,Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Stadium
10,10,7700000,1362,Yelahanka,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
11,11,9369000,1735,Anjanapura,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0.0,0.0,,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
12,12,8716000,1575,Jalahalli,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
13,13,5394000,1120,Kasavanahalli,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,,0.0,0.0,0,1.0,0.0,0.0,1,1,0.0,1.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
14,14,6367000,1415,Whitefield Hope Farm Junction,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
15,15,5080000,1270,Bommasandra,2.0,0.0,0.0,,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,1,0.0,0.0,,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
16,16,7209999,1311,Bellandur,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,0,0.0
17,17,5700000,1210,RR Nagar,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
18,18,30000000,3340,JP Nagar Phase 1,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
19,19,7888000,1045,Dasarahalli on Tumkur Road,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,0,1.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
20,20,4866000,1179,Kannur on Thanisandra Main Road,2.0,0.0,0.0,1.0,1.0,,1.0,1,0.0,0.0,1.0,0.0,0,,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
21,21,8358000,1675,Doddanekundi,3.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
22,22,6845000,1670,Kengeri,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,,0,1.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
23,23,6797000,1220,Horamavu,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
24,24,20000000,2502,Thanisandra,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,
25,25,7105000,1438,Ramamurthy Nagar,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
26,26,8405000,1405,Whitefield Hope Farm Junction,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
27,27,3506000,660,Electronic City Phase 1,1.0,0.0,1.0,1.0,,,1.0,1,1.0,1.0,1.0,0.0,1,,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0,0.0
28,28,7700000,1362,Yelahanka,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
29,29,9369000,1735,Anjanapura,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0.0,0.0,,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
30,30,8716000,1575,Jalahalli,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0,0,0,0,1.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0
31,31,5394000,1120,Kasavanahalli,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1,1,0.0,,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
32,32,6367000,1415,Whitefield Hope Farm Junction,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
33,33,5080000,1270,Bommasandra,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
34,34,7209999,1311,Bellandur,3.0,0.0,0.0,,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
35,35,5700000,1210,RR Nagar,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
36,36,12400000,1705,Whitefield Hope Farm Junction,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
37,37,4900000,1187,Begur,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
38,38,30000000,3340,JP Nagar Phase 1,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
39,39,7888000,1045,Dasarahalli on Tumkur Road,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,0,1.0,0.0,1.0,1,1,0.0,0.0,,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,,0.0,0.0,0,0.0
40,40,4866000,1179,Kannur on Thanisandra Main Road,2.0,0.0,0.0,,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
41,41,8358000,1675,Doddanekundi,3.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
42,42,6845000,1670,Kengeri,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
43,43,6797000,1220,Horamavu,2.0,0.0,0.0,,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
44,44,20000000,2502,Thanisandra,4.0,0.0,0.0,1.0,1.0,1.0,,0,0.0,0.0,1.0,0.0,0,1.0,0.0,,1,1,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
45,45,7105000,1438,Ramamurthy Nagar,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
46,46,8405000,1405,Whitefield Hope Farm Junction,3.0,0.0,0.0,1.0,1.0,,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
47,47,3506000,660,Electronic City Phase 1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
48,48,7700000,1362,Yelahanka,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1,1,1.0,,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
49,49,9369000,1735,Anjanapura,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
50,50,8716000,1575,Jalahalli,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
51,51,5394000,1120,Kasavanahalli,2.0,0.0,0.0,1.0,1.0,0.0,,0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1,1,0.0,1.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
52,52,6367000,1415,Whitefield Hope Farm Junction,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,,0.0,0.0,0,0.0
53,53,5080000,1270,Bommasandra,2.0,0.0,0.0,,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
54,54,7209999,1311,Bellandur,3.0,0.0,0.0,1.0,1.0,,1.0,1,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,1.0,,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
55,55,5700000,1210,RR Nagar,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1,1,0.0,0.0,,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
56,56,12400000,1705,Whitefield Hope Farm Junction,3.0,0.0,0.0,1.0,,1.0,1.0,0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,0,0.0,0.0,,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
57,57,4900000,1187,Begur,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
58,58,5080000,1270,Bommasandra,,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,,0.0,0.0,0,0.0
59,59,9630000,2293,Kannur on Thanisandra Main Road,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,1.0,1.0,,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
60,60,9458000,1726,Hosa Road,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,1.0,1.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
61,61,23700000,2470,Sahakar Nagar,4.0,0.0,0.0,1.0,1.0,,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,1.0,1.0,1.0,0.0,0,1,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
62,62,7363000,1570,Kadugodi,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
63,63,5489000,1120,Jakkur,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0,0.0
64,64,4216000,1506,Jigani,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,,1.0,1,1,0.0,,1.0,0.0,0,0,0,0,1.0,0.0,,1,0.0,0.0,0.0,0.0,0.0,0,0.0
65,65,4368000,1040,Krishnarajapura,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,,0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
66,66,7600000,1150,Brookefield,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
67,67,4545000,1045,Horamavu,2.0,0.0,0.0,1.0,0.0,,0.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
68,68,23100000,2480,Banashankari,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,,1.0,0.0,0,,,0.0,0.0,0.0,0,0.0
69,69,8000000,1160,RR Nagar,2.0,0.0,0.0,,,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
70,70,4514000,1143,RR Nagar,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,,1.0,0.0,0,,1.0,1.0,1,1,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,,1,0.0,0.0,0.0,0.0,0.0,0,0.0
71,71,5460000,1300,RR Nagar,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
72,72,4414000,966,Nelamangala,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
73,73,8868000,1245,Begur,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
74,74,6133000,1275,Ramamurthy Nagar,2.0,0.0,0.0,1.0,0.0,0.0,,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
75,75,3038000,1085,,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,0,0.0,0.0,,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
76,76,7100000,1286,Nelamangala,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,,0,0.0
77,77,7506999,1155,Banaswadi,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0,1,0.0,1.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0.0
78,78,6520000,1304,Whitefield Hope Farm Junction,3.0,0.0,0.0,,1.0,1.0,,1,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,0,1,,0.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0,0.0
79,79,6389000,1120,Kodigehalli,2.0,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
80,80,11700000,2017,ITPL,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,,1.0,0.0,0,1.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
81,81,5600000,1340,Uttarahalli Hobli,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,1,0,0.0,0.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0,1.0,0,1.0
82,82,4562000,1304,Electronic City Phase 1,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,0,0.0,,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
83,83,2951000,649,Ramamurthy Nagar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,,0.0,0.0,0.0,0.0,0,0.0
84,84,4264000,1108,Krishnarajapura,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,,0.0,1.0,1.0,0,,0.0,1.0,1,1,0.0,1.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
85,85,6698000,1675,Krishnarajapura,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
86,86,8100000,718,Chikkagubbi on Hennur Main Road,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1,1,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
87,87,4500000,1075,Kasavanahalli,2.0,0.0,0.0,,1.0,0.0,0.0,0,1.0,,1.0,1.0,0,1.0,0.0,0.0,1,1,0.0,1.0,,0.0,0,1,0,0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
88,88,4928000,1120,Varthur,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
89,89,6100000,1350,Vidyaranyapura,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0,0.0
90,90,6151000,1404,Electronic City Phase 2,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,1,1.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0
91,91,5426000,1080,Begur,,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,,0.0,0,0.0,0.0,1.0,1,0,0.0,0.0,,0.0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
